SENSE daaa 1 20-04-2019 14:50:30.537 T: 31.13759994506835 [C]; A:[0, 0, 0]; H: 67.52447509765625
SENSE daab 1 20-04-2019 14:50:30.535 T: 28.76639938354492 [C]; A:[0, 0, 0]; H: 71.41546630859375
SENSE daac 1 20-04-2019 14:50:30.531 T: 30.6383991241455 [C]; A:[0, 0, 0]; H: 67.37188720703125
SENSE daaa 2 20-04-2019 14:50:30.809 T: 31.19999885559082 [C]; A:[4, -26, 236]; H: 67.52447509765625
SENSE daab 2 20-04-2019 14:50:30.805 T: 28.76639938354492 [C]; A:[12, 0, 250]; H: 71.41546630859375
SENSE daac 2 20-04-2019 14:50:30.894 T: 30.6383991241455 [C]; A:[132, -50, 186]; H: 67.40240478515625
SENSE daaa 3 20-04-2019 14:50:31.084 T: 31.13759994506835 [C]; A:[4, -26, 230]; H: 67.52447509765625
SENSE daab 3 20-04-2019 14:50:31.081 T: 28.76639938354492 [C]; A:[18, 0, 250]; H: 71.41546630859375
SENSE daad 1 20-04-2019 14:50:30.771 T: 28.14239883422851 [C]; A:[0, 0, 0]; H: 76.28302001953125
SENSE daaa 4 20-04-2019 14:50:31.357 T: 31.19999885559082 [C]; A:[4, -26, 234]; H: 67.49395751953125
SENSE daab 4 20-04-2019 14:50:31.358 T: 28.82879829406738 [C]; A:[12, 0, 248]; H: 71.41546630859375
SENSE daac 3 20-04-2019 14:50:31.335 T: 30.6383991241455 [C]; A:[134, -52, 190]; H: 67.40240478515625
SENSE daaa 5 20-04-2019 14:50:31.608 T: 31.13759994506835 [C]; A:[0, -24, 236]; H: 67.49395751953125
SENSE daab 5 20-04-2019 14:50:31.607 T: 28.82879829406738 [C]; A:[14, 0, 246]; H: 71.41546630859375
SENSE daad 2 20-04-2019 14:50:31.143 T: 28.07999992370605 [C]; A:[16, 14, 208]; H: 76.28302001953125
SENSE daaa 6 20-04-2019 14:50:31.866 T: 31.13759994506835 [C]; A:[0, -24, 226]; H: 67.49395751953125
SENSE daac 4 20-04-2019 14:50:31.767 T: 30.6383991241455 [C]; A:[130, -48, 194]; H: 67.43292236328125
SENSE daab 6 20-04-2019 14:50:31.864 T: 28.82879829406738 [C]; A:[14, 0, 244]; H: 71.41546630859375
SENSE daaa 7 20-04-2019 14:50:32.110 T: 31.13759994506835 [C]; A:[4, -28, 230]; H: 67.49395751953125
SENSE daad 3 20-04-2019 14:50:31.577 T: 28.14239883422851 [C]; A:[20, 14, 202]; H: 76.28302001953125
SENSE daab 7 20-04-2019 14:50:32.115 T: 28.76639938354492 [C]; A:[14, 0, 248]; H: 71.41546630859375
SENSE daac 5 20-04-2019 14:50:32.199 T: 30.6383991241455 [C]; A:[124, -56, 194]; H: 67.46343994140625
SENSE daaa 8 20-04-2019 14:50:32.377 T: 31.13759994506835 [C]; A:[2, -24, 230]; H: 67.49395751953125
SENSE daab 8 20-04-2019 14:50:32.375 T: 28.82879829406738 [C]; A:[10, 0, 252]; H: 71.41546630859375
