SENSE daaa 1 20-04-2019 14:47:16.000 T: 29.45279884338378 [C]; A:[0, 0, 0]; H: 72.521728515625
SENSE daab 1 20-04-2019 14:47:15.998 T: 28.39199829101562 [C]; A:[0, 0, 0]; H: 72.66668701171875
SENSE daac 1 20-04-2019 14:47:15.995 T: 30.3263988494873 [C]; A:[0, 0, 0]; H: 68.951171875
SENSE daaa 2 20-04-2019 14:47:16.274 T: 29.45279884338378 [C]; A:[6, -28, 230]; H: 72.4912109375
SENSE daab 2 20-04-2019 14:47:16.272 T: 28.45439910888671 [C]; A:[26, 4, 248]; H: 72.66668701171875
SENSE daac 2 20-04-2019 14:47:16.349 T: 30.26399993896484 [C]; A:[170, -54, 166]; H: 68.951171875
SENSE daaa 3 20-04-2019 14:47:16.548 T: 29.45279884338378 [C]; A:[6, -26, 232]; H: 72.4912109375
SENSE daab 3 20-04-2019 14:47:16.551 T: 28.45439910888671 [C]; A:[30, 0, 250]; H: 72.66668701171875
SENSE daad 1 20-04-2019 14:47:16.227 T: 27.9552001953125 [C]; A:[0, 0, 0]; H: 77.16802978515625
SENSE daaa 4 20-04-2019 14:47:16.830 T: 29.45279884338378 [C]; A:[8, -28, 238]; H: 72.46832275390625
SENSE daab 4 20-04-2019 14:47:16.828 T: 28.45439910888671 [C]; A:[32, -4, 256]; H: 72.643798828125
SENSE daac 3 20-04-2019 14:47:16.775 T: 30.26399993896484 [C]; A:[170, -52, 162]; H: 68.91302490234375
SENSE daaa 5 20-04-2019 14:47:17.078 T: 29.45279884338378 [C]; A:[4, -26, 236]; H: 72.46832275390625
SENSE daab 5 20-04-2019 14:47:17.076 T: 28.45439910888671 [C]; A:[30, 2, 248]; H: 72.643798828125
SENSE daad 2 20-04-2019 14:47:16.586 T: 28.01759910583496 [C]; A:[24, 20, 206]; H: 77.16802978515625
SENSE daaa 6 20-04-2019 14:47:17.336 T: 29.45279884338378 [C]; A:[12, -24, 224]; H: 72.46832275390625
SENSE daab 6 20-04-2019 14:47:17.335 T: 28.45439910888671 [C]; A:[28, 0, 252]; H: 72.643798828125
SENSE daad 3 20-04-2019 14:47:17.012 T: 27.9552001953125 [C]; A:[24, 20, 202]; H: 77.16802978515625
SENSE daad 4 20-04-2019 14:47:17.405 T: 27.9552001953125 [C]; A:[26, 24, 208]; H: 77.16802978515625
SENSE daaa 7 20-04-2019 14:47:17.596 T: 29.45279884338378 [C]; A:[8, -26, 234]; H: 72.46832275390625
SENSE daab 7 20-04-2019 14:47:17.587 T: 28.45439910888671 [C]; A:[30, 0, 250]; H: 72.643798828125
