SENSE daaa 1 20-04-2019 14:54:00.769 T: 31.63679885864257 [C]; A:[0, 0, 0]; H: 65.22039794921875
SENSE daab 1 20-04-2019 14:54:00.767 T: 29.07839965820312 [C]; A:[0, 0, 0]; H: 69.41656494140625
SENSE daac 1 20-04-2019 14:54:00.764 T: 30.76319885253906 [C]; A:[0, 0, 0]; H: 66.54791259765625
SENSE daaa 2 20-04-2019 14:54:01.045 T: 31.63679885864257 [C]; A:[6, -30, 236]; H: 65.28143310546875
SENSE daab 2 20-04-2019 14:54:01.043 T: 29.01599884033203 [C]; A:[22, -8, 246]; H: 69.41656494140625
SENSE daac 2 20-04-2019 14:54:01.125 T: 30.82559967041015 [C]; A:[116, -60, 192]; H: 66.54791259765625
SENSE daaa 3 20-04-2019 14:54:01.320 T: 31.63679885864257 [C]; A:[0, -24, 236]; H: 65.28143310546875
SENSE daab 3 20-04-2019 14:54:01.318 T: 29.01599884033203 [C]; A:[20, -8, 250]; H: 69.469970703125
SENSE daad 1 20-04-2019 14:54:01.006 T: 28.14239883422851 [C]; A:[0, 0, 0]; H: 74.8563232421875
SENSE daaa 4 20-04-2019 14:54:01.594 T: 31.63679885864257 [C]; A:[6, -30, 238]; H: 65.28143310546875
SENSE daab 4 20-04-2019 14:54:01.592 T: 29.01599884033203 [C]; A:[24, -8, 246]; H: 69.469970703125
SENSE daac 3 20-04-2019 14:54:01.556 T: 30.76319885253906 [C]; A:[120, -58, 198]; H: 66.48687744140625
SENSE daaa 5 20-04-2019 14:54:01.841 T: 31.63679885864257 [C]; A:[4, -30, 238]; H: 65.25091552734375
SENSE daab 5 20-04-2019 14:54:01.834 T: 29.01599884033203 [C]; A:[16, -6, 248]; H: 69.469970703125
SENSE daad 2 20-04-2019 14:54:01.365 T: 28.07999992370605 [C]; A:[0, 12, 206]; H: 74.8868408203125
SENSE daaa 6 20-04-2019 14:54:02.100 T: 31.63679885864257 [C]; A:[6, -28, 230]; H: 65.25091552734375
SENSE daac 4 20-04-2019 14:54:01.989 T: 30.82559967041015 [C]; A:[112, -56, 196]; H: 66.48687744140625
SENSE daab 6 20-04-2019 14:54:02.099 T: 29.01599884033203 [C]; A:[24, -10, 248]; H: 69.469970703125
SENSE daad 3 20-04-2019 14:54:01.796 T: 28.14239883422851 [C]; A:[0, 12, 206]; H: 74.8868408203125
SENSE daaa 7 20-04-2019 14:54:02.349 T: 31.63679885864257 [C]; A:[4, -28, 228]; H: 65.25091552734375
SENSE daab 7 20-04-2019 14:54:02.342 T: 29.01599884033203 [C]; A:[24, -8, 242]; H: 69.50048828125
SENSE daac 5 20-04-2019 14:54:02.421 T: 30.76319885253906 [C]; A:[112, -64, 192]; H: 66.4334716796875
SENSE daaa 8 20-04-2019 14:54:02.611 T: 31.63679885864257 [C]; A:[4, -24, 236]; H: 65.25091552734375
SENSE daab 8 20-04-2019 14:54:02.610 T: 29.01599884033203 [C]; A:[26, -12, 246]; H: 69.46234130859375
SENSE daad 4 20-04-2019 14:54:02.227 T: 28.14239883422851 [C]; A:[4, 16, 202]; H: 74.8868408203125
SENSE daaa 9 20-04-2019 14:54:02.883 T: 31.63679885864257 [C]; A:[10, -30, 234]; H: 65.22039794921875
SENSE daab 9 20-04-2019 14:54:02.888 T: 29.01599884033203 [C]; A:[24, -10, 248]; H: 69.50048828125
SENSE daac 6 20-04-2019 14:54:02.858 T: 30.76319885253906 [C]; A:[118, -64, 198]; H: 66.3724365234375
SENSE daaa 10 20-04-2019 14:54:03.129 T: 31.63679885864257 [C]; A:[0, -28, 232]; H: 65.22039794921875
SENSE daab 10 20-04-2019 14:54:03.128 T: 29.01599884033203 [C]; A:[26, -8, 246]; H: 69.50048828125
SENSE daad 5 20-04-2019 14:54:02.671 T: 28.14239883422851 [C]; A:[0, 12, 214]; H: 74.8868408203125
SENSE daac 7 20-04-2019 14:54:03.280 T: 30.76319885253906 [C]; A:[108, -72, 192]; H: 66.3419189453125
SENSE daaa 11 20-04-2019 14:54:03.404 T: 31.63679885864257 [C]; A:[-26, -32, 236]; H: 65.22039794921875
SENSE daab 11 20-04-2019 14:54:03.404 T: 29.01599884033203 [C]; A:[22, -4, 248]; H: 69.50048828125
SENSE daad 6 20-04-2019 14:54:03.091 T: 28.07999992370605 [C]; A:[-4, 12, 214]; H: 74.9173583984375
SENSE daaa 12 20-04-2019 14:54:03.652 T: 31.63679885864257 [C]; A:[2, -26, 232]; H: 65.22039794921875
SENSE daab 12 20-04-2019 14:54:03.646 T: 29.01599884033203 [C]; A:[24, -8, 248]; H: 69.531005859375
SENSE daac 8 20-04-2019 14:54:03.712 T: 30.82559967041015 [C]; A:[110, -64, 194]; H: 66.3114013671875
SENSE daaa 13 20-04-2019 14:54:03.915 T: 31.69919967651367 [C]; A:[30, -42, 240]; H: 65.22039794921875
SENSE daab 13 20-04-2019 14:54:03.923 T: 29.01599884033203 [C]; A:[20, -6, 242]; H: 69.531005859375
SENSE daad 7 20-04-2019 14:54:03.515 T: 28.14239883422851 [C]; A:[0, 8, 212]; H: 74.9173583984375
SENSE daaa 14 20-04-2019 14:54:04.198 T: 31.63679885864257 [C]; A:[2, -24, 232]; H: 65.22039794921875
SENSE daab 14 20-04-2019 14:54:04.198 T: 29.01599884033203 [C]; A:[24, -8, 254]; H: 69.531005859375
SENSE daac 9 20-04-2019 14:54:04.144 T: 30.76319885253906 [C]; A:[110, -60, 200]; H: 66.3114013671875
SENSE daaa 15 20-04-2019 14:54:04.449 T: 31.69919967651367 [C]; A:[6, -28, 258]; H: 65.22039794921875
SENSE daab 15 20-04-2019 14:54:04.448 T: 29.01599884033203 [C]; A:[26, -8, 252]; H: 69.531005859375
SENSE daad 8 20-04-2019 14:54:03.953 T: 28.07999992370605 [C]; A:[2, 6, 194]; H: 74.9173583984375
SENSE daac 10 20-04-2019 14:54:04.582 T: 30.82559967041015 [C]; A:[110, -56, 202]; H: 66.3114013671875
SENSE daaa 16 20-04-2019 14:54:04.709 T: 31.63679885864257 [C]; A:[0, -30, 230]; H: 65.22039794921875
SENSE daab 16 20-04-2019 14:54:04.709 T: 29.01599884033203 [C]; A:[20, 0, 244]; H: 69.531005859375
SENSE daad 9 20-04-2019 14:54:04.383 T: 28.2047996520996 [C]; A:[0, 8, 198]; H: 74.9173583984375
SENSE daaa 17 20-04-2019 14:54:04.961 T: 31.63679885864257 [C]; A:[4, -24, 228]; H: 65.22039794921875
SENSE daab 17 20-04-2019 14:54:04.955 T: 29.01599884033203 [C]; A:[24, -6, 248]; H: 69.55389404296875
SENSE daac 11 20-04-2019 14:54:05.014 T: 30.76319885253906 [C]; A:[112, -64, 206]; H: 66.28851318359375
SENSE daaa 18 20-04-2019 14:54:05.223 T: 31.63679885864257 [C]; A:[2, -26, 230]; H: 65.18988037109375
SENSE daab 18 20-04-2019 14:54:05.224 T: 29.01599884033203 [C]; A:[22, -16, 248]; H: 69.55389404296875
SENSE daad 10 20-04-2019 14:54:04.820 T: 28.14239883422851 [C]; A:[0, 6, 198]; H: 74.9173583984375
SENSE daaa 19 20-04-2019 14:54:05.500 T: 31.63679885864257 [C]; A:[6, -28, 232]; H: 65.15936279296875
SENSE daac 12 20-04-2019 14:54:05.436 T: 30.76319885253906 [C]; A:[114, -62, 198]; H: 66.25799560546875
SENSE daab 19 20-04-2019 14:54:05.498 T: 29.01599884033203 [C]; A:[20, -10, 242]; H: 69.55389404296875
SENSE daaa 20 20-04-2019 14:54:05.742 T: 31.63679885864257 [C]; A:[4, -26, 234]; H: 65.15936279296875
SENSE daad 11 20-04-2019 14:54:05.249 T: 28.07999992370605 [C]; A:[0, 6, 210]; H: 74.94024658203125
SENSE daab 20 20-04-2019 14:54:05.761 T: 29.01599884033203 [C]; A:[24, -8, 248]; H: 69.55389404296875
SENSE daac 13 20-04-2019 14:54:05.863 T: 30.82559967041015 [C]; A:[112, -60, 200]; H: 66.22747802734375
SENSE daaa 21 20-04-2019 14:54:06.015 T: 31.63679885864257 [C]; A:[4, -30, 234]; H: 65.12884521484375
SENSE daab 21 20-04-2019 14:54:06.013 T: 29.01599884033203 [C]; A:[26, -8, 242]; H: 69.55389404296875
SENSE daad 12 20-04-2019 14:54:05.669 T: 28.14239883422851 [C]; A:[-4, 10, 208]; H: 74.94024658203125
SENSE daaa 22 20-04-2019 14:54:06.290 T: 31.63679885864257 [C]; A:[4, -24, 232]; H: 65.09832763671875
SENSE daab 22 20-04-2019 14:54:06.289 T: 29.01599884033203 [C]; A:[24, -14, 244]; H: 69.55389404296875
SENSE daac 14 20-04-2019 14:54:06.291 T: 30.82559967041015 [C]; A:[114, -64, 202]; H: 66.22747802734375
SENSE daaa 23 20-04-2019 14:54:06.533 T: 31.63679885864257 [C]; A:[2, -22, 238]; H: 65.09832763671875
SENSE daab 23 20-04-2019 14:54:06.532 T: 28.95359992980957 [C]; A:[24, -8, 246]; H: 69.55389404296875
SENSE daad 13 20-04-2019 14:54:06.103 T: 28.14239883422851 [C]; A:[0, 6, 212]; H: 74.94024658203125
SENSE daaa 24 20-04-2019 14:54:06.806 T: 31.63679885864257 [C]; A:[4, -28, 234]; H: 65.06781005859375
SENSE daac 15 20-04-2019 14:54:06.728 T: 30.76319885253906 [C]; A:[112, -60, 196]; H: 66.19696044921875
SENSE daab 24 20-04-2019 14:54:06.804 T: 29.01599884033203 [C]; A:[22, -10, 244]; H: 69.55389404296875
SENSE daaa 25 20-04-2019 14:54:07.051 T: 31.63679885864257 [C]; A:[6, -26, 240]; H: 65.06781005859375
SENSE daad 14 20-04-2019 14:54:06.533 T: 28.2047996520996 [C]; A:[-4, 8, 216]; H: 74.94024658203125
SENSE daab 25 20-04-2019 14:54:07.055 T: 29.01599884033203 [C]; A:[26, -10, 252]; H: 69.55389404296875
SENSE daac 16 20-04-2019 14:54:07.160 T: 30.82559967041015 [C]; A:[112, -68, 192]; H: 66.19696044921875
SENSE daaa 26 20-04-2019 14:54:07.313 T: 31.63679885864257 [C]; A:[2, -26, 230]; H: 65.044921875
SENSE daab 26 20-04-2019 14:54:07.313 T: 29.01599884033203 [C]; A:[26, -6, 252]; H: 69.55389404296875
SENSE daad 15 20-04-2019 14:54:06.967 T: 28.14239883422851 [C]; A:[0, 10, 212]; H: 74.94024658203125
SENSE daaa 27 20-04-2019 14:54:07.589 T: 31.63679885864257 [C]; A:[4, -30, 234]; H: 65.044921875
SENSE daab 27 20-04-2019 14:54:07.588 T: 29.01599884033203 [C]; A:[24, -10, 246]; H: 69.55389404296875
SENSE daac 17 20-04-2019 14:54:07.597 T: 30.76319885253906 [C]; A:[108, -60, 200]; H: 66.19696044921875
SENSE daaa 28 20-04-2019 14:54:07.832 T: 31.63679885864257 [C]; A:[6, -28, 238]; H: 65.044921875
SENSE daab 28 20-04-2019 14:54:07.835 T: 29.01599884033203 [C]; A:[24, 0, 244]; H: 69.531005859375
SENSE daad 16 20-04-2019 14:54:07.395 T: 28.07999992370605 [C]; A:[4, 8, 208]; H: 74.97076416015625
SENSE daaa 29 20-04-2019 14:54:08.111 T: 31.63679885864257 [C]; A:[6, -28, 230]; H: 65.014404296875
SENSE daab 29 20-04-2019 14:54:08.084 T: 29.01599884033203 [C]; A:[22, -6, 250]; H: 69.531005859375
SENSE daac 18 20-04-2019 14:54:08.024 T: 30.82559967041015 [C]; A:[112, -60, 196]; H: 66.25799560546875
SENSE daaa 30 20-04-2019 14:54:08.354 T: 31.63679885864257 [C]; A:[8, -30, 230]; H: 64.98388671875
SENSE daab 30 20-04-2019 14:54:08.332 T: 29.01599884033203 [C]; A:[30, -6, 256]; H: 69.531005859375
SENSE daad 17 20-04-2019 14:54:07.832 T: 28.07999992370605 [C]; A:[0, 0, 214]; H: 74.97076416015625
SENSE daad 17 20-04-2019 14:54:07.832 T: 28.07999992370605 [C]; A:[0, 0, 214]; H: 74.97076416015625
