SENSE daaa 1 25-04-2019 02:00:23.720 T: 26.02079963684082 [C]; A:[0, 0, 0]; H: 82.47808837890625
SENSE daac 1 25-04-2019 02:00:23.719 T: 24.8351993560791 [C]; A:[0, 0, 0]; H: 80.44866943359375
SENSE daaa 2 25-04-2019 02:00:24.077 T: 26.08319854736328 [C]; A:[-22, -8, 220]; H: 82.44757080078125
SENSE daac 2 25-04-2019 02:00:24.084 T: 24.8976001739502 [C]; A:[4, -36, 254]; H: 80.44866943359375
SENSE daac 3 25-04-2019 02:00:24.437 T: 24.8976001739502 [C]; A:[2, -36, 242]; H: 80.44866943359375
SENSE daaa 4 25-04-2019 02:00:24.752 T: 26.08319854736328 [C]; A:[-26, -8, 220]; H: 82.41705322265625
SENSE daac 4 25-04-2019 02:00:24.796 T: 24.8976001739502 [C]; A:[4, -36, 248]; H: 80.41815185546875
SENSE daaa 5 25-04-2019 02:00:25.120 T: 26.02079963684082 [C]; A:[-26, -12, 218]; H: 82.38653564453125
SENSE daac 5 25-04-2019 02:00:25.174 T: 24.8976001739502 [C]; A:[8, -42, 244]; H: 80.41815185546875
SENSE daaa 6 25-04-2019 02:00:25.487 T: 26.02079963684082 [C]; A:[-24, -12, 224]; H: 82.348388671875
SENSE daac 6 25-04-2019 02:00:25.527 T: 24.8976001739502 [C]; A:[6, -36, 240]; H: 80.41815185546875
SENSE daaa 7 25-04-2019 02:00:25.855 T: 26.02079963684082 [C]; A:[-22, -10, 222]; H: 82.31787109375
SENSE daac 7 25-04-2019 02:00:25.906 T: 24.8976001739502 [C]; A:[4, -40, 238]; H: 80.41815185546875
SENSE daaa 8 25-04-2019 02:00:26.212 T: 26.08319854736328 [C]; A:[-24, -10, 218]; H: 82.287353515625
SENSE daac 8 25-04-2019 02:00:26.264 T: 24.8976001739502 [C]; A:[6, -32, 246]; H: 80.41815185546875
SENSE daaa 9 25-04-2019 02:00:26.565 T: 26.08319854736328 [C]; A:[-22, -12, 222]; H: 82.2568359375
SENSE daac 9 25-04-2019 02:00:26.622 T: 24.8976001739502 [C]; A:[8, -36, 246]; H: 80.41815185546875
SENSE daaa 10 25-04-2019 02:00:26.927 T: 26.08319854736328 [C]; A:[-24, -12, 218]; H: 82.18817138671875
SENSE daac 10 25-04-2019 02:00:26.990 T: 24.95999908447265 [C]; A:[4, -38, 248]; H: 80.35711669921875
SENSE daab 5 25-04-2019 02:00:25.360 T: 27.5807991027832 [C]; A:[-8, 56, 230]; H: 75.94732666015625
SENSE daaa 11 25-04-2019 02:00:27.374 T: 26.08319854736328 [C]; A:[-28, -8, 222]; H: 82.15765380859375
