SENSE daaa 1 20-04-2019 13:40:02.114 T: 33.32159805297851 [C]; A:[0, 0, 0]; H: 62.756103515625
SENSE daaa 2 20-04-2019 13:40:02.464 T: 33.32159805297851 [C]; A:[-4, -22, 234]; H: 62.756103515625
SENSE daaa 3 20-04-2019 13:40:02.787 T: 33.32159805297851 [C]; A:[0, -28, 236]; H: 62.756103515625
SENSE daaa 4 20-04-2019 13:40:03.145 T: 33.32159805297851 [C]; A:[0, -22, 234]; H: 62.756103515625
SENSE daac 1 20-04-2019 13:40:02.556 T: 30.45119857788085 [C]; A:[0, 0, 0]; H: 67.6236572265625
SENSE daaa 5 20-04-2019 13:40:03.539 T: 33.25919723510742 [C]; A:[0, -30, 236]; H: 62.7255859375
SENSE daaa 7 20-04-2019 13:40:04.230 T: 33.25919723510742 [C]; A:[-8, -28, 236]; H: 62.756103515625
SENSE daaa 8 20-04-2019 13:40:04.584 T: 33.32159805297851 [C]; A:[-8, -20, 230]; H: 62.756103515625
SENSE daac 2 20-04-2019 13:40:03.240 T: 30.3887996673584 [C]; A:[24, -50, 240]; H: 67.6236572265625
SENSE daaa 9 20-04-2019 13:40:04.972 T: 33.32159805297851 [C]; A:[0, -24, 232]; H: 62.7255859375
SENSE daaa 10 20-04-2019 13:40:05.285 T: 33.32159805297851 [C]; A:[0, -20, 236]; H: 62.7255859375
SENSE daaa 11 20-04-2019 13:40:05.668 T: 33.32159805297851 [C]; A:[0, -28, 236]; H: 62.7255859375
SENSE daaa 12 20-04-2019 13:40:06.022 T: 33.32159805297851 [C]; A:[0, -26, 224]; H: 62.7255859375
SENSE daaa 13 20-04-2019 13:40:06.380 T: 33.25919723510742 [C]; A:[0, -26, 234]; H: 62.7255859375
SENSE daaa 14 20-04-2019 13:40:06.693 T: 33.32159805297851 [C]; A:[0, -28, 236]; H: 62.7255859375
SENSE daaa 15 20-04-2019 13:40:07.012 T: 33.32159805297851 [C]; A:[-4, -22, 240]; H: 62.7255859375
SENSE daaa 15 20-04-2019 13:40:07.012 T: 33.32159805297851 [C]; A:[-4, -22, 240]; H: 62.7255859375
SENSE daab 5 20-04-2019 13:40:04.761 T: 32.8223991394043 [C]; A:[-30, -18, 216]; H: 63.32830810546875
SENSE daaa 16 20-04-2019 13:40:07.445 T: 33.32159805297851 [C]; A:[4, -28, 236]; H: 62.7255859375
SENSE daaa 17 20-04-2019 13:40:07.769 T: 33.32159805297851 [C]; A:[12, -18, 246]; H: 62.7255859375
SENSE daac 4 20-04-2019 13:40:04.453 T: 30.45119857788085 [C]; A:[26, -48, 242]; H: 67.6236572265625
SENSE daaa 18 20-04-2019 13:40:08.196 T: 33.25919723510742 [C]; A:[0, -24, 216]; H: 62.7255859375
SENSE daab 6 20-04-2019 13:40:05.545 T: 32.8847999572754 [C]; A:[-34, -26, 222]; H: 63.38934326171875
SENSE daaa 19 20-04-2019 13:40:08.589 T: 33.32159805297851 [C]; A:[0, -22, 232]; H: 62.7255859375
SENSE daaa 20 20-04-2019 13:40:08.962 T: 33.32159805297851 [C]; A:[-8, -22, 228]; H: 62.7255859375
SENSE daaa 21 20-04-2019 13:40:09.316 T: 33.32159805297851 [C]; A:[-12, -20, 236]; H: 62.7255859375
SENSE daac 7 20-04-2019 13:40:06.258 T: 30.3887996673584 [C]; A:[30, -48, 240]; H: 67.6236572265625
SENSE daac 7 20-04-2019 13:40:06.258 T: 30.3887996673584 [C]; A:[30, -48, 240]; H: 67.6236572265625
SENSE daaa 22 20-04-2019 13:40:09.754 T: 33.32159805297851 [C]; A:[-14, -26, 242]; H: 62.7255859375
SENSE daab 9 20-04-2019 13:40:07.256 T: 32.8847999572754 [C]; A:[-32, -22, 234]; H: 63.4427490234375
SENSE daac 9 20-04-2019 13:40:07.497 T: 30.45119857788085 [C]; A:[30, -48, 242]; H: 67.6236572265625
SENSE daab 10 20-04-2019 13:40:08.013 T: 32.8223991394043 [C]; A:[-34, -10, 230]; H: 63.4732666015625
SENSE daaa 23 20-04-2019 13:40:10.361 T: 33.32159805297851 [C]; A:[-14, -26, 236]; H: 62.7255859375
SENSE daac 10 20-04-2019 13:40:08.254 T: 30.3887996673584 [C]; A:[30, -50, 246]; H: 67.6236572265625
SENSE daaa 24 20-04-2019 13:40:10.793 T: 33.32159805297851 [C]; A:[-16, -24, 236]; H: 62.7255859375
SENSE daab 11 20-04-2019 13:40:08.848 T: 32.8223991394043 [C]; A:[-36, -16, 232]; H: 63.5343017578125
SENSE daaa 25 20-04-2019 13:40:11.226 T: 33.32159805297851 [C]; A:[-18, -22, 234]; H: 62.7255859375
SENSE daaa 26 20-04-2019 13:40:11.600 T: 33.32159805297851 [C]; A:[-12, -24, 240]; H: 62.7255859375
SENSE daac 11 20-04-2019 13:40:09.088 T: 30.3887996673584 [C]; A:[30, -52, 240]; H: 67.6236572265625
SENSE daaa 27 20-04-2019 13:40:12.038 T: 33.32159805297851 [C]; A:[-16, -26, 238]; H: 62.7255859375
SENSE daaa 28 20-04-2019 13:40:12.391 T: 33.3839988708496 [C]; A:[-20, -22, 230]; H: 62.7255859375
SENSE daac 12 20-04-2019 13:40:09.561 T: 30.3887996673584 [C]; A:[30, -50, 242]; H: 67.6236572265625
SENSE daaa 29 20-04-2019 13:40:12.784 T: 33.32159805297851 [C]; A:[-22, -24, 234]; H: 62.7255859375
SENSE daaa 30 20-04-2019 13:40:13.097 T: 33.32159805297851 [C]; A:[-20, -20, 226]; H: 62.7255859375
SENSE daab 15 20-04-2019 13:40:10.976 T: 32.8847999572754 [C]; A:[-42, -18, 226]; H: 63.64874267578125
SENSE daad 14 20-04-2019 13:40:10.736 T: 30.57599830627441 [C]; A:[-20, -18, 196]; H: 70.4923095703125
SENSE daaa 33 20-04-2019 13:40:14.252 T: 33.32159805297851 [C]; A:[-18, -22, 232]; H: 62.7255859375
SENSE daaa 34 20-04-2019 13:40:14.601 T: 33.32159805297851 [C]; A:[-18, -24, 232]; H: 62.7255859375
