SENSE daaa 1 20-04-2019 13:37:00.422 T: 32.8223991394043 [C]; A:[0, 0, 0]; H: 64.36590576171875
SENSE daaa 2 20-04-2019 13:37:00.779 T: 32.8223991394043 [C]; A:[24, -16, 234]; H: 64.404052734375
SENSE daaa 3 20-04-2019 13:37:01.093 T: 32.8223991394043 [C]; A:[24, -18, 232]; H: 64.37353515625
SENSE daaa 4 20-04-2019 13:37:01.451 T: 32.8223991394043 [C]; A:[20, -20, 238]; H: 64.343017578125
SENSE daac 1 20-04-2019 13:37:00.864 T: 30.20159912109375 [C]; A:[0, 0, 0]; H: 68.27978515625
SENSE daaa 5 20-04-2019 13:37:01.839 T: 32.8223991394043 [C]; A:[22, -16, 232]; H: 64.343017578125
SENSE daaa 6 20-04-2019 13:37:02.213 T: 32.8223991394043 [C]; A:[22, -16, 232]; H: 64.3125
SENSE daaa 7 20-04-2019 13:37:02.526 T: 32.8223991394043 [C]; A:[22, -20, 230]; H: 64.3125
SENSE daaa 8 20-04-2019 13:37:02.884 T: 32.8223991394043 [C]; A:[24, -16, 238]; H: 64.281982421875
SENSE daac 2 20-04-2019 13:37:01.534 T: 30.26399993896484 [C]; A:[30, -54, 240]; H: 68.249267578125
SENSE daaa 9 20-04-2019 13:37:03.272 T: 32.8223991394043 [C]; A:[20, -16, 238]; H: 64.281982421875
SENSE daaa 10 20-04-2019 13:37:03.625 T: 32.8223991394043 [C]; A:[22, -24, 240]; H: 64.281982421875
SENSE daaa 11 20-04-2019 13:37:03.939 T: 32.8223991394043 [C]; A:[12, -24, 228]; H: 64.25146484375
SENSE daaa 12 20-04-2019 13:37:04.303 T: 32.8223991394043 [C]; A:[16, -20, 234]; H: 64.220947265625
SENSE daaa 13 20-04-2019 13:37:04.621 T: 32.8223991394043 [C]; A:[18, -14, 234]; H: 64.220947265625
SENSE daaa 14 20-04-2019 13:37:04.979 T: 32.8223991394043 [C]; A:[22, -16, 234]; H: 64.220947265625
SENSE daaa 15 20-04-2019 13:37:05.312 T: 32.8223991394043 [C]; A:[20, -18, 234]; H: 64.1904296875
SENSE daac 4 20-04-2019 13:37:02.983 T: 30.26399993896484 [C]; A:[30, -50, 242]; H: 68.22637939453125
SENSE daaa 16 20-04-2019 13:37:05.740 T: 32.8223991394043 [C]; A:[14, -14, 238]; H: 64.159912109375
SENSE daaa 17 20-04-2019 13:37:06.054 T: 32.8223991394043 [C]; A:[20, -20, 228]; H: 64.159912109375
SENSE daaa 18 20-04-2019 13:37:06.417 T: 32.8223991394043 [C]; A:[22, -18, 234]; H: 64.159912109375
SENSE daac 5 20-04-2019 13:37:03.716 T: 30.26399993896484 [C]; A:[32, -56, 242]; H: 68.22637939453125
SENSE daaa 19 20-04-2019 13:37:06.850 T: 32.8223991394043 [C]; A:[22, -16, 232]; H: 64.159912109375
SENSE daaa 20 20-04-2019 13:37:07.208 T: 32.8847999572754 [C]; A:[24, -16, 236]; H: 64.12939453125
SENSE daac 6 20-04-2019 13:37:04.393 T: 30.26399993896484 [C]; A:[26, -50, 240]; H: 68.22637939453125
SENSE daaa 21 20-04-2019 13:37:07.626 T: 32.8847999572754 [C]; A:[18, -16, 236]; H: 64.12939453125
SENSE daaa 22 20-04-2019 13:37:07.940 T: 32.8223991394043 [C]; A:[20, -18, 228]; H: 64.098876953125
SENSE daab 8 20-04-2019 13:37:05.550 T: 32.8847999572754 [C]; A:[-16, -16, 238]; H: 64.1751708984375
SENSE daac 8 20-04-2019 13:37:05.792 T: 30.26399993896484 [C]; A:[28, -46, 248]; H: 68.19586181640625
SENSE daab 9 20-04-2019 13:37:06.303 T: 32.8847999572754 [C]; A:[-20, -20, 224]; H: 64.1446533203125
SENSE daaa 24 20-04-2019 13:37:08.811 T: 32.8847999572754 [C]; A:[26, -14, 236]; H: 64.098876953125
SENSE daaa 25 20-04-2019 13:37:09.119 T: 32.8223991394043 [C]; A:[20, -16, 232]; H: 64.098876953125
SENSE daaa 26 20-04-2019 13:37:09.477 T: 32.8847999572754 [C]; A:[24, -10, 232]; H: 64.098876953125
SENSE daaa 27 20-04-2019 13:37:09.796 T: 32.8223991394043 [C]; A:[26, -14, 236]; H: 64.098876953125
SENSE daaa 28 20-04-2019 13:37:10.154 T: 32.8223991394043 [C]; A:[18, -16, 236]; H: 64.098876953125
SENSE daab 12 20-04-2019 13:37:07.743 T: 32.8847999572754 [C]; A:[-20, -14, 230]; H: 64.0531005859375
SENSE daac 11 20-04-2019 13:37:07.478 T: 30.26399993896484 [C]; A:[28, -46, 240]; H: 68.16534423828125
SENSE daaa 29 20-04-2019 13:37:10.622 T: 32.8223991394043 [C]; A:[18, -14, 234]; H: 64.098876953125
SENSE daab 13 20-04-2019 13:37:08.473 T: 32.8223991394043 [C]; A:[-18, -16, 230]; H: 63.99969482421875
SENSE daaa 30 20-04-2019 13:37:11.055 T: 32.8223991394043 [C]; A:[24, -16, 232]; H: 64.098876953125
SENSE daaa 31 20-04-2019 13:37:11.363 T: 32.8223991394043 [C]; A:[20, -16, 232]; H: 64.098876953125
SENSE daad 13 20-04-2019 13:37:08.826 T: 30.3263988494873 [C]; A:[-24, -20, 202]; H: 71.5299072265625
SENSE daaa 32 20-04-2019 13:37:11.801 T: 32.8847999572754 [C]; A:[24, -16, 238]; H: 64.098876953125
SENSE daac 14 20-04-2019 13:37:09.568 T: 30.26399993896484 [C]; A:[34, -56, 242]; H: 68.1729736328125
SENSE daaa 33 20-04-2019 13:37:12.189 T: 32.8847999572754 [C]; A:[20, -16, 228]; H: 64.098876953125
SENSE daac 15 20-04-2019 13:37:10.234 T: 30.26399993896484 [C]; A:[30, -52, 238]; H: 68.1424560546875
SENSE daad 15 20-04-2019 13:37:10.342 T: 30.3263988494873 [C]; A:[-28, -16, 198]; H: 71.4993896484375
SENSE daaa 34 20-04-2019 13:37:12.707 T: 32.8847999572754 [C]; A:[30, -10, 236]; H: 64.098876953125
SENSE daaa 35 20-04-2019 13:37:13.095 T: 32.8847999572754 [C]; A:[20, -16, 234]; H: 64.098876953125
SENSE daab 16 20-04-2019 13:37:10.862 T: 32.8847999572754 [C]; A:[-20, -16, 230]; H: 63.793701171875
SENSE daac 16 20-04-2019 13:37:11.105 T: 30.26399993896484 [C]; A:[32, -52, 240]; H: 68.15008544921875
SENSE daab 17 20-04-2019 13:37:11.612 T: 32.8847999572754 [C]; A:[-20, -18, 232]; H: 63.74029541015625
SENSE daaa 36 20-04-2019 13:37:13.667 T: 32.8847999572754 [C]; A:[26, -20, 238]; H: 64.098876953125
SENSE daac 17 20-04-2019 13:37:11.853 T: 30.26399993896484 [C]; A:[30, -48, 242]; H: 68.15008544921875
SENSE daaa 37 20-04-2019 13:37:14.055 T: 32.8223991394043 [C]; A:[20, -16, 232]; H: 64.098876953125
SENSE daab 18 20-04-2019 13:37:12.448 T: 32.8847999572754 [C]; A:[-20, -10, 232]; H: 63.67926025390625
SENSE daaa 38 20-04-2019 13:37:14.493 T: 32.8847999572754 [C]; A:[22, -14, 234]; H: 64.098876953125
SENSE daaa 39 20-04-2019 13:37:14.816 T: 32.8223991394043 [C]; A:[20, -14, 238]; H: 64.098876953125
SENSE daad 18 20-04-2019 13:37:12.804 T: 30.3887996673584 [C]; A:[-26, -18, 202]; H: 71.44598388671875
SENSE daaa 40 20-04-2019 13:37:15.244 T: 32.8847999572754 [C]; A:[18, -12, 236]; H: 64.098876953125
SENSE daab 20 20-04-2019 13:37:13.475 T: 32.8847999572754 [C]; A:[-26, -12, 230]; H: 63.61822509765625
SENSE daaa 42 20-04-2019 13:37:15.951 T: 32.8847999572754 [C]; A:[16, -12, 240]; H: 64.07598876953125
