SENSE daaa 1 24-04-2019 09:13:17.141 T: 32.6975975036621 [C]; A:[20, -46, 238]; H: 55.86676025390625
SENSE daab 1 24-04-2019 09:13:17.188 T: 32.3855972290039 [C]; A:[0, 0, 0]; H: 59.85693359375
SENSE daac 1 24-04-2019 09:13:17.185 T: 29.88959884643554 [C]; A:[230, 84, 26]; H: 63.43511962890625
SENSE daad 1 24-04-2019 09:13:17.183 T: 32.5103988647461 [C]; A:[-4, 62, 230]; H: 59.71197509765625
SENSE daaa 2 24-04-2019 09:13:17.475 T: 32.6975975036621 [C]; A:[16, -44, 242]; H: 55.86676025390625
SENSE daab 2 24-04-2019 09:13:17.523 T: 32.3855972290039 [C]; A:[-42, -20, 224]; H: 59.887451171875
SENSE daac 2 24-04-2019 09:13:17.520 T: 29.95199966430664 [C]; A:[232, 82, 26]; H: 63.46563720703125
SENSE daad 2 24-04-2019 09:13:17.518 T: 32.5103988647461 [C]; A:[-4, 64, 230]; H: 59.77301025390625
SENSE daaa 3 24-04-2019 09:13:17.808 T: 32.7599983215332 [C]; A:[22, -46, 248]; H: 55.86676025390625
SENSE daab 3 24-04-2019 09:13:17.856 T: 32.3855972290039 [C]; A:[-42, -24, 228]; H: 59.887451171875
SENSE daac 3 24-04-2019 09:13:17.855 T: 29.95199966430664 [C]; A:[246, 80, 26]; H: 63.55718994140625
SENSE daad 3 24-04-2019 09:13:17.852 T: 32.447998046875 [C]; A:[0, 62, 236]; H: 59.80352783203125
SENSE daaa 4 24-04-2019 09:13:18.143 T: 32.7599983215332 [C]; A:[20, -42, 248]; H: 55.86676025390625
SENSE daab 4 24-04-2019 09:13:18.190 T: 32.3855972290039 [C]; A:[-40, -20, 224]; H: 59.887451171875
SENSE daac 4 24-04-2019 09:13:18.189 T: 29.95199966430664 [C]; A:[244, 80, 20]; H: 63.61822509765625
SENSE daad 4 24-04-2019 09:13:18.185 T: 32.5103988647461 [C]; A:[0, 64, 228]; H: 59.86456298828125
SENSE daaa 5 24-04-2019 09:13:18.474 T: 32.6975975036621 [C]; A:[24, -48, 248]; H: 55.89727783203125
SENSE daab 5 24-04-2019 09:13:18.528 T: 32.3855972290039 [C]; A:[-46, -22, 228]; H: 59.887451171875
SENSE daac 5 24-04-2019 09:13:18.525 T: 29.88959884643554 [C]; A:[236, 80, 28]; H: 63.61822509765625
SENSE daad 5 24-04-2019 09:13:18.524 T: 32.447998046875 [C]; A:[2, 54, 228]; H: 59.92559814453125
SENSE daaa 6 24-04-2019 09:13:18.814 T: 32.6975975036621 [C]; A:[24, -48, 240]; H: 55.92779541015625
SENSE daab 6 24-04-2019 09:13:18.860 T: 32.3855972290039 [C]; A:[-42, -20, 234]; H: 59.887451171875
SENSE daac 6 24-04-2019 09:13:18.858 T: 29.95199966430664 [C]; A:[240, 78, 26]; H: 63.67926025390625
SENSE daad 6 24-04-2019 09:13:18.854 T: 32.5103988647461 [C]; A:[-4, 62, 230]; H: 59.95611572265625
SENSE daaa 7 24-04-2019 09:13:19.146 T: 32.7599983215332 [C]; A:[22, -44, 240]; H: 55.92779541015625
SENSE daab 7 24-04-2019 09:13:19.193 T: 32.3855972290039 [C]; A:[-40, -26, 228]; H: 59.91796875
SENSE daac 7 24-04-2019 09:13:19.190 T: 29.95199966430664 [C]; A:[230, 82, 20]; H: 63.76318359375
SENSE daad 7 24-04-2019 09:13:19.187 T: 32.5103988647461 [C]; A:[0, 80, 232]; H: 60.01715087890625
SENSE daaa 8 24-04-2019 09:13:19.483 T: 32.7599983215332 [C]; A:[24, -48, 240]; H: 56.01171875
SENSE daab 8 24-04-2019 09:13:19.532 T: 32.3855972290039 [C]; A:[-42, -18, 222]; H: 59.91796875
SENSE daac 8 24-04-2019 09:13:19.531 T: 29.95199966430664 [C]; A:[256, 78, 32]; H: 63.793701171875
SENSE daad 8 24-04-2019 09:13:19.529 T: 32.447998046875 [C]; A:[0, 60, 228]; H: 60.04766845703125
SENSE daaa 9 24-04-2019 09:13:19.820 T: 32.8223991394043 [C]; A:[28, -46, 244]; H: 56.042236328125
SENSE daab 9 24-04-2019 09:13:19.867 T: 32.3855972290039 [C]; A:[-48, -20, 226]; H: 59.91796875
SENSE daac 9 24-04-2019 09:13:19.866 T: 29.95199966430664 [C]; A:[234, 92, 24]; H: 63.82421875
SENSE daad 9 24-04-2019 09:13:19.864 T: 32.5103988647461 [C]; A:[0, 64, 234]; H: 60.07818603515625
SENSE daaa 10 24-04-2019 09:13:20.157 T: 32.7599983215332 [C]; A:[22, -48, 240]; H: 56.07275390625
SENSE daab 10 24-04-2019 09:13:20.206 T: 32.3855972290039 [C]; A:[-44, -22, 226]; H: 59.91796875
SENSE daac 10 24-04-2019 09:13:20.204 T: 29.95199966430664 [C]; A:[234, 82, 22]; H: 63.88525390625
SENSE daad 10 24-04-2019 09:13:20.200 T: 32.5103988647461 [C]; A:[0, 60, 234]; H: 60.10870361328125
SENSE daaa 11 24-04-2019 09:13:20.490 T: 32.7599983215332 [C]; A:[22, -42, 242]; H: 56.164306640625
SENSE daab 11 24-04-2019 09:13:20.538 T: 32.3855972290039 [C]; A:[-42, -18, 222]; H: 59.91796875
SENSE daac 11 24-04-2019 09:13:20.537 T: 29.88959884643554 [C]; A:[248, 88, 22]; H: 63.88525390625
SENSE daad 11 24-04-2019 09:13:20.535 T: 32.5103988647461 [C]; A:[0, 58, 230]; H: 60.131591796875
SENSE daaa 12 24-04-2019 09:13:20.826 T: 32.7599983215332 [C]; A:[22, -50, 246]; H: 56.225341796875
SENSE daab 12 24-04-2019 09:13:20.872 T: 32.447998046875 [C]; A:[-40, -18, 220]; H: 59.91796875
SENSE daac 12 24-04-2019 09:13:20.871 T: 29.95199966430664 [C]; A:[244, 84, 22]; H: 63.915771484375
SENSE daad 12 24-04-2019 09:13:20.867 T: 32.5103988647461 [C]; A:[-10, 50, 230]; H: 60.162109375
SENSE daaa 13 24-04-2019 09:13:21.158 T: 32.7599983215332 [C]; A:[22, -44, 244]; H: 56.31689453125
SENSE daab 13 24-04-2019 09:13:21.207 T: 32.3855972290039 [C]; A:[-46, -20, 226]; H: 59.91796875
SENSE daac 13 24-04-2019 09:13:21.206 T: 29.95199966430664 [C]; A:[234, 78, 26]; H: 63.915771484375
SENSE daad 13 24-04-2019 09:13:21.204 T: 32.5103988647461 [C]; A:[2, 64, 230]; H: 60.162109375
SENSE daaa 14 24-04-2019 09:13:21.500 T: 32.7599983215332 [C]; A:[22, -46, 252]; H: 56.43133544921875
SENSE daab 14 24-04-2019 09:13:21.542 T: 32.447998046875 [C]; A:[-44, -24, 224]; H: 59.91796875
SENSE daac 14 24-04-2019 09:13:21.541 T: 29.95199966430664 [C]; A:[230, 80, 24]; H: 63.915771484375
SENSE daad 14 24-04-2019 09:13:21.539 T: 32.5103988647461 [C]; A:[0, 64, 228]; H: 60.192626953125
SENSE daaa 15 24-04-2019 09:13:21.827 T: 32.7599983215332 [C]; A:[20, -46, 246]; H: 56.55340576171875
