SENSE daaa 1 25-04-2019 20:17:38.314 T: 27.3311996459961 [C]; A:[0, 0, 0]; H: 84.03448486328125
SENSE daaa 3 25-04-2019 20:17:39.199 T: 27.3311996459961 [C]; A:[-8, -4, 238]; H: 84.03448486328125
SENSE daaa 4 25-04-2019 20:17:39.657 T: 27.3311996459961 [C]; A:[0, -10, 232]; H: 84.03448486328125
SENSE daaa 5 25-04-2019 20:17:40.075 T: 27.3311996459961 [C]; A:[-2, -8, 234]; H: 84.03448486328125
SENSE daaa 7 25-04-2019 20:17:40.956 T: 27.3311996459961 [C]; A:[0, -10, 232]; H: 84.08026123046875
SENSE daaa 8 25-04-2019 20:17:41.414 T: 27.3311996459961 [C]; A:[-2, 0, 236]; H: 84.08026123046875
SENSE daaa 9 25-04-2019 20:17:41.877 T: 27.39359855651855 [C]; A:[-8, -8, 236]; H: 84.08026123046875
SENSE daaa 10 25-04-2019 20:17:42.314 T: 27.3311996459961 [C]; A:[-8, -8, 232]; H: 84.03448486328125
SENSE daad 2 25-04-2019 20:17:39.661 T: 26.89439964294433 [C]; A:[0, -6, 200]; H: 86.3919677734375
SENSE daaa 11 25-04-2019 20:17:42.812 T: 27.3311996459961 [C]; A:[-16, -6, 230]; H: 84.08026123046875
SENSE daaa 12 25-04-2019 20:17:43.280 T: 27.3311996459961 [C]; A:[-10, -10, 228]; H: 84.08026123046875
SENSE daaa 13 25-04-2019 20:17:43.758 T: 27.3311996459961 [C]; A:[-16, -4, 232]; H: 84.08026123046875
SENSE daab 5 25-04-2019 20:17:41.395 T: 27.0191993713379 [C]; A:[102, -66, 214]; H: 82.81378173828125
SENSE daaa 14 25-04-2019 20:17:44.310 T: 27.39359855651855 [C]; A:[-14, -6, 234]; H: 84.08026123046875
SENSE daaa 15 25-04-2019 20:17:44.793 T: 27.39359855651855 [C]; A:[-18, -8, 236]; H: 84.08026123046875
SENSE daaa 17 25-04-2019 20:17:45.654 T: 27.39359855651855 [C]; A:[-16, -8, 238]; H: 84.04974365234375
SENSE daac 5 25-04-2019 20:17:41.704 T: 27.51840019226074 [C]; A:[-24, -18, 226]; H: 82.70697021484375
SENSE daad 5 25-04-2019 20:17:41.862 T: 26.89439964294433 [C]; A:[2, -6, 204]; H: 86.27752685546875
SENSE daaa 18 25-04-2019 20:17:46.221 T: 27.39359855651855 [C]; A:[-22, -8, 234]; H: 84.01922607421875
SENSE daaa 19 25-04-2019 20:17:46.639 T: 27.39359855651855 [C]; A:[-22, -8, 230]; H: 84.01922607421875
SENSE daaa 20 25-04-2019 20:17:47.106 T: 27.39359855651855 [C]; A:[-22, -6, 226]; H: 84.01922607421875
SENSE daaa 21 25-04-2019 20:17:47.574 T: 27.39359855651855 [C]; A:[-20, -8, 230]; H: 84.01922607421875
SENSE daaa 22 25-04-2019 20:17:48.037 T: 27.39359855651855 [C]; A:[-26, -8, 232]; H: 84.01922607421875
SENSE daaa 23 25-04-2019 20:17:48.465 T: 27.39359855651855 [C]; A:[-24, -10, 230]; H: 83.98870849609375
SENSE daaa 24 25-04-2019 20:17:48.883 T: 27.39359855651855 [C]; A:[-26, -4, 234]; H: 83.98870849609375
SENSE daaa 25 25-04-2019 20:17:49.346 T: 27.39359855651855 [C]; A:[-28, -8, 230]; H: 83.98870849609375
SENSE daab 11 25-04-2019 20:17:45.754 T: 27.14399909973144 [C]; A:[100, -68, 212]; H: 82.75274658203125
SENSE daaa 26 25-04-2019 20:17:49.888 T: 27.39359855651855 [C]; A:[-30, -6, 230]; H: 83.9658203125
SENSE daaa 27 25-04-2019 20:17:50.346 T: 27.39359855651855 [C]; A:[-28, -4, 224]; H: 83.9658203125
SENSE daad 11 25-04-2019 20:17:46.207 T: 26.9567985534668 [C]; A:[0, -8, 204]; H: 86.0257568359375
SENSE daaa 28 25-04-2019 20:17:50.908 T: 27.45599937438964 [C]; A:[-32, -4, 228]; H: 83.9658203125
SENSE daaa 29 25-04-2019 20:17:51.331 T: 27.45599937438964 [C]; A:[-34, -10, 232]; H: 83.9658203125
SENSE daaa 30 25-04-2019 20:17:51.749 T: 27.39359855651855 [C]; A:[-32, -8, 230]; H: 83.9658203125
SENSE daac 13 25-04-2019 20:17:47.798 T: 27.5807991027832 [C]; A:[-28, -22, 228]; H: 82.41705322265625
SENSE daaa 32 25-04-2019 20:17:52.719 T: 27.39359855651855 [C]; A:[-42, 0, 232]; H: 83.935302734375
SENSE daaa 33 25-04-2019 20:17:53.172 T: 27.45599937438964 [C]; A:[-34, -12, 226]; H: 83.935302734375
SENSE daaa 34 25-04-2019 20:17:53.600 T: 27.45599937438964 [C]; A:[-38, -4, 236]; H: 83.935302734375
SENSE daaa 35 25-04-2019 20:17:54.013 T: 27.45599937438964 [C]; A:[-34, -4, 232]; H: 83.90478515625
SENSE daaa 36 25-04-2019 20:17:54.475 T: 27.45599937438964 [C]; A:[-36, -4, 230]; H: 83.90478515625
SENSE daaa 38 25-04-2019 20:17:55.366 T: 27.45599937438964 [C]; A:[-32, -12, 228]; H: 83.90478515625
SENSE daac 17 25-04-2019 20:17:50.663 T: 27.5807991027832 [C]; A:[-24, -16, 224]; H: 82.31787109375
SENSE daaa 39 25-04-2019 20:17:55.863 T: 27.45599937438964 [C]; A:[-34, -8, 234]; H: 83.874267578125
SENSE daaa 40 25-04-2019 20:17:56.312 T: 27.51840019226074 [C]; A:[-36, 0, 224]; H: 83.874267578125
SENSE daaa 41 25-04-2019 20:17:56.779 T: 27.51840019226074 [C]; A:[-38, -10, 232]; H: 83.85137939453125
SENSE daaa 42 25-04-2019 20:17:57.242 T: 27.45599937438964 [C]; A:[-36, -4, 226]; H: 83.85137939453125
SENSE daab 21 25-04-2019 20:17:53.274 T: 27.14399909973144 [C]; A:[102, -70, 214]; H: 82.6688232421875
SENSE daac 20 25-04-2019 20:17:52.898 T: 27.6431999206543 [C]; A:[-28, -12, 232]; H: 82.18817138671875
SENSE daaa 43 25-04-2019 20:17:57.869 T: 27.45599937438964 [C]; A:[-38, -8, 230]; H: 83.85137939453125
SENSE daaa 44 25-04-2019 20:17:58.332 T: 27.51840019226074 [C]; A:[-36, -6, 226]; H: 83.82086181640625
SENSE daaa 45 25-04-2019 20:17:58.770 T: 27.51840019226074 [C]; A:[-40, 0, 228]; H: 83.82086181640625
SENSE daaa 46 25-04-2019 20:17:59.237 T: 27.51840019226074 [C]; A:[-42, -6, 230]; H: 83.79034423828125
SENSE daaa 47 25-04-2019 20:17:59.700 T: 27.51840019226074 [C]; A:[-44, -4, 234]; H: 83.79034423828125
SENSE daac 24 25-04-2019 20:17:55.769 T: 27.70559883117675 [C]; A:[-22, -20, 228]; H: 82.0584716796875
SENSE daaa 48 25-04-2019 20:18:00.188 T: 27.5807991027832 [C]; A:[-38, -8, 234]; H: 83.79034423828125
SENSE daaa 49 25-04-2019 20:18:00.606 T: 27.51840019226074 [C]; A:[-44, 0, 230]; H: 83.75982666015625
SENSE daaa 50 25-04-2019 20:18:01.073 T: 27.51840019226074 [C]; A:[-42, -10, 230]; H: 83.7369384765625
SENSE daaa 50 25-04-2019 20:18:01.073 T: 27.51840019226074 [C]; A:[-42, -10, 230]; H: 83.7369384765625
SENSE daaa 51 25-04-2019 20:18:01.551 T: 27.5807991027832 [C]; A:[-44, -4, 232]; H: 83.7369384765625
SENSE daad 25 25-04-2019 20:17:57.037 T: 27.08160018920898 [C]; A:[0, -8, 204]; H: 85.583251953125
SENSE daaa 52 25-04-2019 20:18:02.103 T: 27.5807991027832 [C]; A:[-42, -8, 224]; H: 83.78271484375
SENSE daaa 54 25-04-2019 20:18:02.999 T: 27.5807991027832 [C]; A:[-44, -6, 228]; H: 83.78271484375
SENSE daaa 56 25-04-2019 20:18:03.905 T: 27.5807991027832 [C]; A:[-40, -8, 226]; H: 83.752197265625
SENSE daab 30 25-04-2019 20:17:59.908 T: 27.20639991760253 [C]; A:[96, -68, 218]; H: 82.52386474609375
SENSE daac 29 25-04-2019 20:17:59.533 T: 27.70559883117675 [C]; A:[-24, -24, 224]; H: 81.9058837890625
SENSE daaa 59 25-04-2019 20:18:05.278 T: 27.6431999206543 [C]; A:[-42, -4, 228]; H: 83.691162109375
SENSE daaa 60 25-04-2019 20:18:05.741 T: 27.6431999206543 [C]; A:[-44, -4, 230]; H: 83.691162109375
SENSE daaa 61 25-04-2019 20:18:06.173 T: 27.6431999206543 [C]; A:[-42, -8, 230]; H: 83.66827392578125
SENSE daaa 62 25-04-2019 20:18:06.646 T: 27.5807991027832 [C]; A:[-40, -4, 232]; H: 83.63775634765625
