SENSE daaa 1 25-04-2019 20:47:06.803 T: 33.1968002319336 [C]; A:[0, 0, 0]; H: 67.60076904296875
SENSE daaa 3 25-04-2019 20:47:07.688 T: 33.1968002319336 [C]; A:[-72, 2, 224]; H: 67.60076904296875
SENSE daaa 5 25-04-2019 20:47:08.539 T: 33.1968002319336 [C]; A:[-68, 0, 228]; H: 67.60076904296875
SENSE daaa 6 25-04-2019 20:47:09.012 T: 33.1968002319336 [C]; A:[-68, 0, 224]; H: 67.57025146484375
SENSE daab 2 25-04-2019 20:47:07.686 T: 30.26399993896484 [C]; A:[144, 18, 204]; H: 71.3773193359375
SENSE daaa 7 25-04-2019 20:47:09.554 T: 33.1343994140625 [C]; A:[-68, 0, 226]; H: 67.54736328125
SENSE daaa 8 25-04-2019 20:47:09.967 T: 33.1968002319336 [C]; A:[-68, 0, 224]; H: 67.54736328125
SENSE daaa 9 25-04-2019 20:47:10.385 T: 33.1343994140625 [C]; A:[-64, 0, 230]; H: 67.54736328125
SENSE daaa 11 25-04-2019 20:47:11.266 T: 33.1343994140625 [C]; A:[-68, 0, 222]; H: 67.516845703125
SENSE daaa 12 25-04-2019 20:47:11.739 T: 33.1968002319336 [C]; A:[-72, 0, 224]; H: 67.516845703125
SENSE daaa 13 25-04-2019 20:47:12.161 T: 33.1968002319336 [C]; A:[-70, -4, 234]; H: 67.486328125
SENSE daaa 14 25-04-2019 20:47:12.614 T: 33.1343994140625 [C]; A:[-66, 0, 224]; H: 67.486328125
SENSE daaa 15 25-04-2019 20:47:13.067 T: 33.1968002319336 [C]; A:[-64, 0, 224]; H: 67.486328125
SENSE daab 5 25-04-2019 20:47:09.662 T: 30.26399993896484 [C]; A:[140, 20, 230]; H: 71.392578125
SENSE daaa 16 25-04-2019 20:47:13.564 T: 33.1968002319336 [C]; A:[-68, 0, 226]; H: 67.455810546875
SENSE daaa 17 25-04-2019 20:47:14.037 T: 33.1968002319336 [C]; A:[-66, 0, 230]; H: 67.43292236328125
SENSE daaa 18 25-04-2019 20:47:14.505 T: 33.1968002319336 [C]; A:[-66, 0, 228]; H: 67.43292236328125
SENSE daaa 19 25-04-2019 20:47:14.967 T: 33.1968002319336 [C]; A:[-68, 0, 224]; H: 67.43292236328125
SENSE daaa 20 25-04-2019 20:47:15.430 T: 33.1968002319336 [C]; A:[-72, 0, 228]; H: 67.40240478515625
SENSE daaa 21 25-04-2019 20:47:15.848 T: 33.1968002319336 [C]; A:[-68, -4, 240]; H: 67.37188720703125
SENSE daaa 23 25-04-2019 20:47:16.684 T: 33.1968002319336 [C]; A:[-64, 0, 226]; H: 67.37188720703125
SENSE daaa 24 25-04-2019 20:47:17.152 T: 33.1968002319336 [C]; A:[-70, 0, 220]; H: 67.37188720703125
SENSE daab 10 25-04-2019 20:47:13.250 T: 30.26399993896484 [C]; A:[142, 18, 198]; H: 71.362060546875
SENSE daac 9 25-04-2019 20:47:12.881 T: 31.01279830932617 [C]; A:[-24, -18, 226]; H: 70.39312744140625
SENSE daac 10 25-04-2019 20:47:13.566 T: 31.01279830932617 [C]; A:[-36, -20, 226]; H: 70.39312744140625
SENSE daaa 25 25-04-2019 20:47:17.878 T: 33.1968002319336 [C]; A:[-68, 0, 228]; H: 67.34136962890625
SENSE daaa 26 25-04-2019 20:47:18.336 T: 33.1968002319336 [C]; A:[-68, 0, 224]; H: 67.31085205078125
SENSE daaa 27 25-04-2019 20:47:18.754 T: 33.1968002319336 [C]; A:[-68, -6, 224]; H: 67.31085205078125
SENSE daaa 28 25-04-2019 20:47:19.177 T: 33.1968002319336 [C]; A:[-72, 0, 220]; H: 67.31085205078125
SENSE daac 12 25-04-2019 20:47:15.206 T: 31.01279830932617 [C]; A:[-24, -18, 224]; H: 70.39312744140625
SENSE daaa 29 25-04-2019 20:47:19.729 T: 33.1968002319336 [C]; A:[-64, 0, 224]; H: 67.31085205078125
SENSE daaa 30 25-04-2019 20:47:20.147 T: 33.1968002319336 [C]; A:[-68, 0, 230]; H: 67.28033447265625
SENSE daaa 31 25-04-2019 20:47:20.609 T: 33.1343994140625 [C]; A:[-68, 0, 224]; H: 67.28033447265625
SENSE daaa 32 25-04-2019 20:47:21.077 T: 33.1968002319336 [C]; A:[-70, 0, 224]; H: 67.28033447265625
SENSE daaa 33 25-04-2019 20:47:21.570 T: 33.1968002319336 [C]; A:[-74, 0, 228]; H: 67.24981689453125
SENSE daaa 34 25-04-2019 20:47:21.993 T: 33.1343994140625 [C]; A:[-68, 0, 224]; H: 67.24981689453125
SENSE daab 17 25-04-2019 20:47:18.451 T: 30.26399993896484 [C]; A:[142, 20, 206]; H: 71.301025390625
SENSE daac 16 25-04-2019 20:47:18.036 T: 31.01279830932617 [C]; A:[-24, -20, 228]; H: 70.39312744140625
SENSE daaa 35 25-04-2019 20:47:22.560 T: 33.1968002319336 [C]; A:[-72, 0, 226]; H: 67.24981689453125
SENSE daaa 36 25-04-2019 20:47:23.022 T: 33.1968002319336 [C]; A:[-68, 0, 228]; H: 67.24981689453125
SENSE daac 18 25-04-2019 20:47:19.745 T: 31.01279830932617 [C]; A:[-30, -16, 238]; H: 70.42364501953125
SENSE daaa 37 25-04-2019 20:47:23.555 T: 33.1968002319336 [C]; A:[-70, 2, 224]; H: 67.24981689453125
SENSE daaa 38 25-04-2019 20:47:24.037 T: 33.1968002319336 [C]; A:[-68, 0, 224]; H: 67.21929931640625
SENSE daaa 39 25-04-2019 20:47:24.505 T: 33.1968002319336 [C]; A:[-64, -6, 226]; H: 67.21929931640625
SENSE daaa 40 25-04-2019 20:47:24.943 T: 33.1968002319336 [C]; A:[-68, 0, 226]; H: 67.21929931640625
SENSE daab 21 25-04-2019 20:47:21.651 T: 30.26399993896484 [C]; A:[136, 18, 208]; H: 71.24761962890625
SENSE daab 21 25-04-2019 20:47:21.651 T: 30.26399993896484 [C]; A:[136, 18, 208]; H: 71.24761962890625
SENSE daac 20 25-04-2019 20:47:21.285 T: 31.01279830932617 [C]; A:[-20, -22, 228]; H: 70.42364501953125
SENSE daac 21 25-04-2019 20:47:21.950 T: 31.01279830932617 [C]; A:[-26, -14, 226]; H: 70.42364501953125
SENSE daad 21 25-04-2019 20:47:22.106 T: 31.44959831237792 [C]; A:[0, -10, 200]; H: 70.629638671875
SENSE daaa 41 25-04-2019 20:47:25.709 T: 33.1968002319336 [C]; A:[-68, 0, 224]; H: 67.21929931640625
SENSE daaa 42 25-04-2019 20:47:26.132 T: 33.1968002319336 [C]; A:[-64, 0, 228]; H: 67.21929931640625
SENSE daaa 43 25-04-2019 20:47:26.595 T: 33.1968002319336 [C]; A:[-72, 2, 222]; H: 67.21929931640625
SENSE daaa 44 25-04-2019 20:47:27.057 T: 33.1968002319336 [C]; A:[-68, 2, 228]; H: 67.18878173828125
SENSE daaa 45 25-04-2019 20:47:27.540 T: 33.1968002319336 [C]; A:[-68, 0, 220]; H: 67.18878173828125
SENSE daaa 46 25-04-2019 20:47:27.958 T: 33.1968002319336 [C]; A:[-64, -4, 224]; H: 67.18878173828125
SENSE daaa 48 25-04-2019 20:47:28.799 T: 33.1968002319336 [C]; A:[-70, 0, 230]; H: 67.18878173828125
SENSE daaa 49 25-04-2019 20:47:29.261 T: 33.1968002319336 [C]; A:[-72, 0, 222]; H: 67.18878173828125
SENSE daaa 50 25-04-2019 20:47:29.739 T: 33.1968002319336 [C]; A:[-68, 2, 228]; H: 67.18878173828125
SENSE daaa 51 25-04-2019 20:47:30.242 T: 33.1968002319336 [C]; A:[-70, 0, 220]; H: 67.18878173828125
SENSE daad 25 25-04-2019 20:47:25.157 T: 31.44959831237792 [C]; A:[0, -10, 198]; H: 70.66015625
SENSE daaa 52 25-04-2019 20:47:30.739 T: 33.1968002319336 [C]; A:[-70, 0, 226]; H: 67.18878173828125
SENSE daaa 53 25-04-2019 20:47:31.157 T: 33.1968002319336 [C]; A:[-68, 0, 226]; H: 67.18878173828125
SENSE daaa 68 25-04-2019 20:47:37.431 T: 33.1968002319336 [C]; A:[-74, 0, 224]; H: 67.18878173828125
SENSE daaa 71 25-04-2019 20:47:39.695 T: 33.1968002319336 [C]; A:[-66, 0, 230]; H: 67.18878173828125
SENSE daaa 73 25-04-2019 20:47:42.696 T: 33.1968002319336 [C]; A:[-72, 0, 218]; H: 67.2879638671875
SENSE daaa 74 25-04-2019 20:47:43.188 T: 33.1968002319336 [C]; A:[-68, 0, 222]; H: 67.2879638671875
SENSE daaa 75 25-04-2019 20:47:43.646 T: 33.25919723510742 [C]; A:[-68, -4, 230]; H: 67.2879638671875
SENSE daaa 76 25-04-2019 20:47:44.104 T: 33.1968002319336 [C]; A:[-68, 0, 230]; H: 67.2879638671875
SENSE daaa 78 25-04-2019 20:47:44.910 T: 33.1968002319336 [C]; A:[-72, 4, 224]; H: 67.2879638671875
SENSE daaa 79 25-04-2019 20:47:45.373 T: 33.1968002319336 [C]; A:[-72, 0, 224]; H: 67.2879638671875
SENSE daaa 80 25-04-2019 20:47:45.870 T: 33.1968002319336 [C]; A:[-70, 0, 218]; H: 67.2879638671875
SENSE daaa 81 25-04-2019 20:47:46.328 T: 33.1968002319336 [C]; A:[-72, 2, 224]; H: 67.2574462890625
SENSE daab 42 25-04-2019 20:47:44.230 T: 30.3263988494873 [C]; A:[140, 24, 208]; H: 70.995849609375
SENSE daaa 82 25-04-2019 20:47:46.826 T: 33.1968002319336 [C]; A:[-72, 0, 226]; H: 67.2574462890625
