SENSE daaa 1 20-04-2019 14:02:09.384 T: 31.94879913330078 [C]; A:[0, 0, 0]; H: 64.93048095703125
SENSE daaa 2 20-04-2019 14:02:09.971 T: 31.88639831542968 [C]; A:[116, 8, 202]; H: 64.93048095703125
SENSE daaa 3 20-04-2019 14:02:10.552 T: 31.88639831542968 [C]; A:[112, 8, 198]; H: 64.93048095703125
SENSE daab 1 20-04-2019 14:02:09.628 T: 32.94720077514648 [C]; A:[0, 0, 0]; H: 63.64874267578125
SENSE daac 1 20-04-2019 14:02:09.736 T: 31.44959831237792 [C]; A:[0, 0, 0]; H: 68.83673095703125
SENSE daaa 4 20-04-2019 14:02:11.292 T: 31.88639831542968 [C]; A:[110, 14, 200]; H: 64.93048095703125
SENSE daab 2 20-04-2019 14:02:10.209 T: 32.94720077514648 [C]; A:[-4, -26, 236]; H: 63.64874267578125
SENSE daac 2 20-04-2019 14:02:10.317 T: 31.38719940185546 [C]; A:[-8, -30, 198]; H: 68.83673095703125
SENSE daaa 5 20-04-2019 14:02:12.018 T: 31.94879913330078 [C]; A:[118, 6, 198]; H: 64.93048095703125
SENSE daaa 6 20-04-2019 14:02:12.604 T: 31.94879913330078 [C]; A:[118, 12, 204]; H: 64.89996337890625
SENSE daab 3 20-04-2019 14:02:10.790 T: 32.94720077514648 [C]; A:[-6, -22, 234]; H: 63.67926025390625
SENSE daad 3 20-04-2019 14:02:11.016 T: 30.76319885253906 [C]; A:[36, -44, 240]; H: 66.7386474609375
SENSE daaa 8 20-04-2019 14:02:13.876 T: 31.88639831542968 [C]; A:[114, 22, 206]; H: 64.89996337890625
SENSE daaa 9 20-04-2019 14:02:14.452 T: 31.94879913330078 [C]; A:[114, 12, 200]; H: 64.89996337890625
SENSE daaa 10 20-04-2019 14:02:15.028 T: 31.88639831542968 [C]; A:[120, 10, 206]; H: 64.89996337890625
SENSE daac 4 20-04-2019 14:02:11.643 T: 31.44959831237792 [C]; A:[-8, -34, 196]; H: 68.80621337890625
SENSE daad 4 20-04-2019 14:02:11.744 T: 30.76319885253906 [C]; A:[32, -40, 244]; H: 66.7386474609375
SENSE daaa 11 20-04-2019 14:02:15.773 T: 31.88639831542968 [C]; A:[112, 14, 204]; H: 64.89996337890625
SENSE daaa 12 20-04-2019 14:02:16.355 T: 31.94879913330078 [C]; A:[112, 14, 208]; H: 64.89996337890625
SENSE daaa 13 20-04-2019 14:02:16.931 T: 31.88639831542968 [C]; A:[112, 18, 206]; H: 64.89996337890625
SENSE daad 6 20-04-2019 14:02:13.056 T: 30.76319885253906 [C]; A:[32, -46, 240]; H: 66.7386474609375
SENSE daac 7 20-04-2019 14:02:13.570 T: 31.38719940185546 [C]; A:[-12, -34, 200]; H: 68.77569580078125
SENSE daad 7 20-04-2019 14:02:13.678 T: 30.76319885253906 [C]; A:[34, -42, 240]; H: 66.7386474609375
SENSE daac 8 20-04-2019 14:02:14.221 T: 31.38719940185546 [C]; A:[-4, -38, 204]; H: 68.8138427734375
SENSE daaa 14 20-04-2019 14:02:17.795 T: 31.88639831542968 [C]; A:[114, 8, 208]; H: 64.89996337890625
SENSE daaa 15 20-04-2019 14:02:18.387 T: 31.88639831542968 [C]; A:[114, 12, 210]; H: 64.89996337890625
SENSE daad 10 20-04-2019 14:02:15.491 T: 30.76319885253906 [C]; A:[40, -42, 248]; H: 66.7081298828125
SENSE daaa 16 20-04-2019 14:02:19.032 T: 31.88639831542968 [C]; A:[114, 14, 204]; H: 64.89996337890625
SENSE daac 11 20-04-2019 14:02:16.128 T: 31.44959831237792 [C]; A:[-12, -30, 194]; H: 68.7222900390625
SENSE daaa 17 20-04-2019 14:02:19.688 T: 31.94879913330078 [C]; A:[118, 12, 204]; H: 64.89996337890625
SENSE daac 13 20-04-2019 14:02:17.277 T: 31.44959831237792 [C]; A:[-12, -36, 198]; H: 68.72991943359375
SENSE daad 13 20-04-2019 14:02:17.384 T: 30.76319885253906 [C]; A:[34, -40, 240]; H: 66.74627685546875
SENSE daaa 18 20-04-2019 14:02:20.413 T: 31.94879913330078 [C]; A:[112, 12, 198]; H: 64.89996337890625
SENSE daaa 19 20-04-2019 14:02:21.005 T: 31.88639831542968 [C]; A:[114, 16, 206]; H: 64.89996337890625
SENSE daaa 20 20-04-2019 14:02:21.586 T: 31.88639831542968 [C]; A:[120, 6, 200]; H: 64.89996337890625
SENSE daac 14 20-04-2019 14:02:18.159 T: 31.44959831237792 [C]; A:[-8, -40, 226]; H: 68.72991943359375
SENSE daaa 21 20-04-2019 14:02:22.237 T: 31.88639831542968 [C]; A:[118, 16, 198]; H: 64.89996337890625
SENSE daad 15 20-04-2019 14:02:18.834 T: 30.76319885253906 [C]; A:[40, -42, 248]; H: 66.71575927734375
SENSE daac 16 20-04-2019 14:02:19.380 T: 31.44959831237792 [C]; A:[-8, -36, 202]; H: 68.72991943359375
SENSE daad 16 20-04-2019 14:02:19.485 T: 30.76319885253906 [C]; A:[36, -42, 242]; H: 66.71575927734375
SENSE daac 17 20-04-2019 14:02:20.037 T: 31.44959831237792 [C]; A:[-4, -34, 198]; H: 68.72991943359375
SENSE daad 17 20-04-2019 14:02:20.141 T: 30.76319885253906 [C]; A:[34, -44, 242]; H: 66.71575927734375
SENSE daaa 22 20-04-2019 14:02:23.176 T: 31.94879913330078 [C]; A:[112, 18, 206]; H: 64.86944580078125
SENSE daac 18 20-04-2019 14:02:20.771 T: 31.44959831237792 [C]; A:[-14, -32, 194]; H: 68.72991943359375
SENSE daaa 23 20-04-2019 14:02:23.837 T: 31.94879913330078 [C]; A:[118, 12, 198]; H: 64.86944580078125
SENSE daac 20 20-04-2019 14:02:21.930 T: 31.44959831237792 [C]; A:[-10, -34, 198]; H: 68.69940185546875
SENSE daad 20 20-04-2019 14:02:22.038 T: 30.82559967041015 [C]; A:[38, -44, 240]; H: 66.68524169921875
SENSE daac 21 20-04-2019 14:02:22.580 T: 31.44959831237792 [C]; A:[0, -36, 202]; H: 68.69940185546875
SENSE daad 21 20-04-2019 14:02:22.684 T: 30.76319885253906 [C]; A:[36, -42, 242]; H: 66.68524169921875
SENSE daaa 24 20-04-2019 14:02:24.706 T: 31.94879913330078 [C]; A:[116, 12, 204]; H: 64.86944580078125
SENSE daaa 25 20-04-2019 14:02:25.287 T: 31.94879913330078 [C]; A:[116, 12, 206]; H: 64.86944580078125
SENSE daaa 26 20-04-2019 14:02:25.868 T: 31.88639831542968 [C]; A:[120, 12, 202]; H: 64.86944580078125
SENSE daaa 27 20-04-2019 14:02:26.449 T: 31.94879913330078 [C]; A:[112, 6, 206]; H: 64.86944580078125
SENSE daac 22 20-04-2019 14:02:23.528 T: 31.44959831237792 [C]; A:[-10, -32, 198]; H: 68.69940185546875
SENSE daad 22 20-04-2019 14:02:23.632 T: 30.76319885253906 [C]; A:[38, -44, 244]; H: 66.65472412109375
SENSE daaa 28 20-04-2019 14:02:27.190 T: 31.94879913330078 [C]; A:[112, 16, 206]; H: 64.91522216796875
SENSE daad 23 20-04-2019 14:02:24.288 T: 30.82559967041015 [C]; A:[32, -44, 236]; H: 66.65472412109375
SENSE daaa 29 20-04-2019 14:02:27.841 T: 31.94879913330078 [C]; A:[114, 14, 204]; H: 64.91522216796875
SENSE daaa 30 20-04-2019 14:02:28.417 T: 31.94879913330078 [C]; A:[112, 14, 204]; H: 64.91522216796875
SENSE daaa 31 20-04-2019 14:02:28.993 T: 31.94879913330078 [C]; A:[118, 14, 208]; H: 64.91522216796875
SENSE daac 24 20-04-2019 14:02:25.049 T: 31.44959831237792 [C]; A:[-12, -30, 204]; H: 68.69940185546875
SENSE daaa 32 20-04-2019 14:02:29.654 T: 31.94879913330078 [C]; A:[110, 12, 204]; H: 64.91522216796875
SENSE daaa 33 20-04-2019 14:02:30.230 T: 31.94879913330078 [C]; A:[110, 14, 204]; H: 64.91522216796875
SENSE daac 27 20-04-2019 14:02:26.807 T: 31.51199913024902 [C]; A:[-12, -34, 196]; H: 68.66888427734375
SENSE daad 27 20-04-2019 14:02:26.912 T: 30.76319885253906 [C]; A:[34, -46, 244]; H: 66.62420654296875
SENSE daaa 34 20-04-2019 14:02:30.951 T: 31.94879913330078 [C]; A:[116, 12, 202]; H: 64.88470458984375
SENSE daaa 35 20-04-2019 14:02:31.527 T: 31.94879913330078 [C]; A:[114, 14, 202]; H: 64.88470458984375
SENSE daad 28 20-04-2019 14:02:27.642 T: 30.76319885253906 [C]; A:[34, -40, 236]; H: 66.62420654296875
SENSE daac 29 20-04-2019 14:02:28.181 T: 31.44959831237792 [C]; A:[-8, -32, 202]; H: 68.66888427734375
SENSE daaa 36 20-04-2019 14:02:32.263 T: 31.94879913330078 [C]; A:[118, 16, 198]; H: 64.88470458984375
SENSE daaa 37 20-04-2019 14:02:32.838 T: 31.94879913330078 [C]; A:[114, 14, 200]; H: 64.88470458984375
SENSE daad 31 20-04-2019 14:02:29.456 T: 30.76319885253906 [C]; A:[34, -46, 240]; H: 66.62420654296875
SENSE daac 32 20-04-2019 14:02:29.995 T: 31.44959831237792 [C]; A:[-8, -34, 198]; H: 68.66888427734375
SENSE daaa 38 20-04-2019 14:02:33.564 T: 31.94879913330078 [C]; A:[118, 16, 202]; H: 64.88470458984375
SENSE daad 33 20-04-2019 14:02:30.681 T: 30.82559967041015 [C]; A:[38, -40, 240]; H: 66.56317138671875
SENSE daaa 39 20-04-2019 14:02:34.214 T: 31.88639831542968 [C]; A:[116, 10, 208]; H: 64.88470458984375
SENSE daac 34 20-04-2019 14:02:31.291 T: 31.44959831237792 [C]; A:[-12, -30, 200]; H: 68.66888427734375
SENSE daac 35 20-04-2019 14:02:31.867 T: 31.44959831237792 [C]; A:[-12, -30, 198]; H: 68.66888427734375
SENSE daad 35 20-04-2019 14:02:31.978 T: 30.76319885253906 [C]; A:[38, -46, 244]; H: 66.56317138671875
SENSE daaa 40 20-04-2019 14:02:35.044 T: 31.94879913330078 [C]; A:[114, 16, 208]; H: 64.88470458984375
SENSE daac 36 20-04-2019 14:02:32.607 T: 31.44959831237792 [C]; A:[-10, -30, 200]; H: 68.66888427734375
SENSE daac 37 20-04-2019 14:02:33.184 T: 31.44959831237792 [C]; A:[-10, -30, 198]; H: 68.66888427734375
SENSE daad 37 20-04-2019 14:02:33.291 T: 30.82559967041015 [C]; A:[36, -44, 242]; H: 66.56317138671875
SENSE daaa 41 20-04-2019 14:02:35.849 T: 31.94879913330078 [C]; A:[114, 10, 208]; H: 64.88470458984375
SENSE daac 38 20-04-2019 14:02:33.904 T: 31.51199913024902 [C]; A:[-12, -32, 200]; H: 68.63836669921875
SENSE daad 38 20-04-2019 14:02:34.011 T: 30.82559967041015 [C]; A:[40, -44, 228]; H: 66.56317138671875
SENSE daac 39 20-04-2019 14:02:34.558 T: 31.44959831237792 [C]; A:[-10, -34, 200]; H: 68.63836669921875
SENSE daad 39 20-04-2019 14:02:34.667 T: 30.82559967041015 [C]; A:[40, -40, 246]; H: 66.56317138671875
SENSE daaa 42 20-04-2019 14:02:36.713 T: 31.94879913330078 [C]; A:[114, 12, 204]; H: 64.88470458984375
SENSE daaa 43 20-04-2019 14:02:37.290 T: 31.94879913330078 [C]; A:[112, 18, 204]; H: 64.88470458984375
SENSE daac 40 20-04-2019 14:02:35.389 T: 31.44959831237792 [C]; A:[-12, -34, 200]; H: 68.63836669921875
SENSE daad 40 20-04-2019 14:02:35.501 T: 30.76319885253906 [C]; A:[38, -46, 244]; H: 66.56317138671875
SENSE daaa 44 20-04-2019 14:02:38.030 T: 31.94879913330078 [C]; A:[116, 14, 204]; H: 64.88470458984375
SENSE daaa 45 20-04-2019 14:02:38.611 T: 31.94879913330078 [C]; A:[116, 12, 204]; H: 64.88470458984375
SENSE daac 41 20-04-2019 14:02:36.189 T: 31.44959831237792 [C]; A:[-12, -32, 198]; H: 68.63836669921875
SENSE daad 41 20-04-2019 14:02:36.302 T: 30.76319885253906 [C]; A:[34, -44, 242]; H: 66.56317138671875
SENSE daaa 46 20-04-2019 14:02:39.336 T: 31.94879913330078 [C]; A:[116, 14, 210]; H: 64.88470458984375
SENSE daaa 47 20-04-2019 14:02:39.917 T: 31.94879913330078 [C]; A:[106, 12, 200]; H: 64.88470458984375
SENSE daaa 48 20-04-2019 14:02:40.508 T: 31.94879913330078 [C]; A:[112, 16, 204]; H: 64.88470458984375
SENSE daac 42 20-04-2019 14:02:37.057 T: 31.51199913024902 [C]; A:[-8, -34, 204]; H: 68.63836669921875
SENSE daaa 49 20-04-2019 14:02:41.159 T: 31.94879913330078 [C]; A:[114, 12, 206]; H: 64.88470458984375
SENSE daad 43 20-04-2019 14:02:37.752 T: 30.82559967041015 [C]; A:[32, -44, 240]; H: 66.56317138671875
SENSE daac 44 20-04-2019 14:02:38.368 T: 31.44959831237792 [C]; A:[-8, -34, 202]; H: 68.63836669921875
SENSE daaa 51 20-04-2019 14:02:42.431 T: 31.94879913330078 [C]; A:[112, 18, 204]; H: 64.88470458984375
SENSE daad 45 20-04-2019 14:02:39.064 T: 30.82559967041015 [C]; A:[32, -38, 244]; H: 66.540283203125
SENSE daaa 52 20-04-2019 14:02:43.082 T: 31.94879913330078 [C]; A:[118, 12, 204]; H: 64.85418701171875
