SENSE daaa 1 25-04-2019 03:39:43.884 T: 27.83039855957031 [C]; A:[-8, -26, 220]; H: 69.9735107421875
SENSE daaa 2 25-04-2019 03:39:44.229 T: 27.83039855957031 [C]; A:[-14, -10, 230]; H: 69.9735107421875
SENSE daac 1 25-04-2019 03:39:44.099 T: 30.7007999420166 [C]; A:[-10, 54, 244]; H: 66.75390625
SENSE daad 1 25-04-2019 03:39:44.231 T: 28.57919883728027 [C]; A:[-14, -8, 216]; H: 74.42144775390625
SENSE daaa 3 25-04-2019 03:39:44.571 T: 27.8927993774414 [C]; A:[-14, -8, 234]; H: 69.9735107421875
SENSE daac 2 25-04-2019 03:39:44.619 T: 30.7007999420166 [C]; A:[-8, 52, 230]; H: 66.69287109375
SENSE daaa 4 25-04-2019 03:39:44.914 T: 27.83039855957031 [C]; A:[-12, -8, 232]; H: 69.9735107421875
SENSE daad 2 25-04-2019 03:39:44.848 T: 28.51679992675781 [C]; A:[-20, -8, 224]; H: 74.36041259765625
SENSE daac 3 25-04-2019 03:39:45.026 T: 30.6383991241455 [C]; A:[-8, 52, 230]; H: 66.6318359375
SENSE daaa 5 25-04-2019 03:39:45.246 T: 27.8927993774414 [C]; A:[-14, -8, 222]; H: 70.0040283203125
SENSE daad 3 25-04-2019 03:39:45.464 T: 28.57919883728027 [C]; A:[-24, -12, 224]; H: 74.26123046875
SENSE daaa 6 25-04-2019 03:39:45.619 T: 27.83039855957031 [C]; A:[-14, -10, 226]; H: 70.0040283203125
SENSE daac 4 25-04-2019 03:39:45.534 T: 30.7007999420166 [C]; A:[-6, 48, 230]; H: 66.54791259765625
SENSE daaa 7 25-04-2019 03:39:46.012 T: 27.83039855957031 [C]; A:[-12, -10, 234]; H: 70.0040283203125
SENSE daad 4 25-04-2019 03:39:45.990 T: 28.51679992675781 [C]; A:[-18, -14, 224]; H: 74.2001953125
SENSE daaa 8 25-04-2019 03:39:46.344 T: 27.83039855957031 [C]; A:[-16, -12, 230]; H: 70.0345458984375
SENSE daad 5 25-04-2019 03:39:46.491 T: 28.57919883728027 [C]; A:[-26, -10, 214]; H: 74.10101318359375
SENSE daaa 9 25-04-2019 03:39:46.676 T: 27.8927993774414 [C]; A:[-18, -8, 232]; H: 70.0345458984375
SENSE daaa 10 25-04-2019 03:39:47.039 T: 27.83039855957031 [C]; A:[-16, -8, 228]; H: 69.99639892578125
