SENSE daaa 1 22-04-2019 12:43:04.806 T: 26.64480018615722 [C]; A:[-18, 18, 232]; H: 64.4193115234375
SENSE daab 1 22-04-2019 12:43:04.804 T: 26.76959991455078 [C]; A:[44, -26, 248]; H: 62.44329833984375
SENSE daac 1 22-04-2019 12:43:04.801 T: 26.45759963989257 [C]; A:[0, 0, 0]; H: 65.81549072265625
SENSE daad 1 22-04-2019 12:43:04.799 T: 26.20800018310546 [C]; A:[6, 58, 192]; H: 67.3489990234375
SENSE daaa 2 22-04-2019 12:43:05.137 T: 26.64480018615722 [C]; A:[0, 0, 232]; H: 64.4193115234375
SENSE daab 2 22-04-2019 12:43:05.136 T: 26.83199882507324 [C]; A:[42, -34, 236]; H: 62.4967041015625
SENSE daac 2 22-04-2019 12:43:05.135 T: 26.39519882202148 [C]; A:[-4, 10, 232]; H: 65.81549072265625
SENSE daad 2 22-04-2019 12:43:05.131 T: 26.20800018310546 [C]; A:[2, 64, 198]; H: 67.3184814453125
SENSE daaa 3 22-04-2019 12:43:05.468 T: 26.64480018615722 [C]; A:[0, 0, 228]; H: 64.39642333984375
SENSE daab 3 22-04-2019 12:43:05.466 T: 26.76959991455078 [C]; A:[44, -30, 242]; H: 62.4967041015625
SENSE daac 3 22-04-2019 12:43:05.464 T: 26.45759963989257 [C]; A:[0, 10, 236]; H: 65.78497314453125
SENSE daad 3 22-04-2019 12:43:05.461 T: 26.20800018310546 [C]; A:[0, 56, 196]; H: 67.2879638671875
SENSE daaa 4 22-04-2019 12:43:05.801 T: 26.64480018615722 [C]; A:[0, 0, 228]; H: 64.36590576171875
SENSE daab 4 22-04-2019 12:43:05.799 T: 26.76959991455078 [C]; A:[40, -32, 242]; H: 62.4967041015625
SENSE daac 4 22-04-2019 12:43:05.798 T: 26.45759963989257 [C]; A:[0, 12, 234]; H: 65.78497314453125
SENSE daad 4 22-04-2019 12:43:05.796 T: 26.20800018310546 [C]; A:[0, 62, 192]; H: 67.23455810546875
SENSE daaa 5 22-04-2019 12:43:06.134 T: 26.58239936828613 [C]; A:[0, 4, 238]; H: 64.33538818359375
SENSE daab 5 22-04-2019 12:43:06.141 T: 26.76959991455078 [C]; A:[48, -26, 246]; H: 62.4967041015625
SENSE daac 5 22-04-2019 12:43:06.139 T: 26.45759963989257 [C]; A:[0, 6, 238]; H: 65.81549072265625
SENSE daad 5 22-04-2019 12:43:06.137 T: 26.20800018310546 [C]; A:[0, 60, 194]; H: 67.18115234375
SENSE daaa 6 22-04-2019 12:43:06.474 T: 26.58239936828613 [C]; A:[-4, 0, 234]; H: 64.3125
SENSE daab 6 22-04-2019 12:43:06.471 T: 26.76959991455078 [C]; A:[14, -64, 220]; H: 62.44329833984375
SENSE daac 6 22-04-2019 12:43:06.469 T: 26.45759963989257 [C]; A:[0, 2, 230]; H: 65.81549072265625
SENSE daad 6 22-04-2019 12:43:06.465 T: 26.20800018310546 [C]; A:[-10, 64, 192]; H: 67.150634765625
SENSE daaa 7 22-04-2019 12:43:06.807 T: 26.58239936828613 [C]; A:[-16, 12, 256]; H: 64.281982421875
SENSE daab 7 22-04-2019 12:43:06.805 T: 26.70719909667968 [C]; A:[52, -22, 240]; H: 62.44329833984375
SENSE daac 7 22-04-2019 12:43:06.802 T: 26.39519882202148 [C]; A:[4, 12, 236]; H: 65.81549072265625
SENSE daad 7 22-04-2019 12:43:06.799 T: 26.20800018310546 [C]; A:[0, 56, 198]; H: 67.09722900390625
SENSE daaa 8 22-04-2019 12:43:07.145 T: 26.64480018615722 [C]; A:[-8, 0, 226]; H: 64.25146484375
SENSE daab 8 22-04-2019 12:43:07.142 T: 26.70719909667968 [C]; A:[82, 32, 216]; H: 62.44329833984375
SENSE daac 8 22-04-2019 12:43:07.140 T: 26.39519882202148 [C]; A:[0, 2, 234]; H: 65.81549072265625
SENSE daad 8 22-04-2019 12:43:07.136 T: 26.20800018310546 [C]; A:[2, 56, 194]; H: 67.06671142578125
SENSE daaa 9 22-04-2019 12:43:07.474 T: 26.58239936828613 [C]; A:[-10, 2, 244]; H: 64.25146484375
SENSE daab 9 22-04-2019 12:43:07.473 T: 26.76959991455078 [C]; A:[42, -32, 240]; H: 62.41278076171875
SENSE daac 9 22-04-2019 12:43:07.473 T: 26.45759963989257 [C]; A:[0, 10, 234]; H: 65.78497314453125
SENSE daad 9 22-04-2019 12:43:07.470 T: 26.20800018310546 [C]; A:[0, 60, 186]; H: 67.0438232421875
SENSE daaa 10 22-04-2019 12:43:07.809 T: 26.64480018615722 [C]; A:[0, 0, 248]; H: 64.220947265625
SENSE daab 10 22-04-2019 12:43:07.806 T: 26.76959991455078 [C]; A:[46, -26, 250]; H: 62.41278076171875
SENSE daac 10 22-04-2019 12:43:07.804 T: 26.39519882202148 [C]; A:[0, 6, 238]; H: 65.78497314453125
SENSE daad 10 22-04-2019 12:43:07.802 T: 26.20800018310546 [C]; A:[6, 58, 196]; H: 67.0438232421875
SENSE daaa 11 22-04-2019 12:43:08.141 T: 26.58239936828613 [C]; A:[0, 0, 230]; H: 64.19805908203125
SENSE daab 11 22-04-2019 12:43:08.140 T: 26.70719909667968 [C]; A:[40, -30, 244]; H: 62.38226318359375
